HUC,REF_SITE_NO,DATE,COUNTY,PROJECT,WATERWAY,COMMONLOC,ROAD_NO,RIVER_BASIN,STATE,LATITUDE,LONGITUDE,COLLECTORS,SITE_COMMENTS,SCI_NAME,SCI_CLEAN
,IMS12845,08/24/95,Jones/Onslow,NCSM,,White Oak River,,ATL:,NC,34.8333,-77.1900,H. J. Porter,Thick submerged grasslike vegetation.,Menetus dilatatus,Menetus dilatatus
,IMS12847,08/24/95,Jones/Onslow,NCSM,,White Oak River,,ATL:,NC,34.8333,-77.1900,H. J. Porter,Mud about roots pf Pickerelweed.,Physa pomilia,Physa pomilia
,31097,01/01/90,Lenoir,NCSM,,Southwest Creek at US 258. [Rivermont quad.],,ATL:Neuse R.,NC,35.1905,-77.6221,WF Adams,,Campeloma decisum,Campeloma decisum
,8626,09/05/01,LENOIR,NCDWQ,FALLING CR,"From SR 1546, PARK AT TRAIN TRACKS AND WALK 200M TO TRESTLE ",,ATL:NEU5,NC,35.2542,-77.6742,NCDWQ,,Campeloma decisum,Campeloma decisum
,6923,08/07/95,LENOIR,NCDWQ,NEUSE R,"NC 58, Kinston",,ATL:NEU5,NC,35.2581,-77.5858,NCDWQ,,Ferrissia fragilis,Ferrissia fragilis
,6923,08/07/95,LENOIR,NCDWQ,NEUSE R,"NC 58, Kinston",,ATL:NEU5,NC,35.2581,-77.5858,NCDWQ,,Menetus dilatatus,Menetus dilatatus
,6923,08/07/95,LENOIR,NCDWQ,NEUSE R,"NC 58, Kinston",,ATL:NEU5,NC,35.2581,-77.5858,NCDWQ,,Physa acuta,Physa acuta
,29830,01/01/04,Lenoir,NCSM,,"Kings Creek, [parellel to] Grandin Road [SR 1510], [1.10 miles SSE of Gradin], [Grandin Quad.]",,ATL:Yadkin R.,NC,36.0298,-81.4067,"RB Nichols, NP Banish, JR Meador","[Coordinates without rounding: 36.02982N, -81.40673]",Pleurocera proxima,Pleurocera proxima
,29831,01/01/04,Lenoir,NCSM,,"[Kings] Creek, [0.1 km SSW of crossing with] Grandin Rd. (SR1509), [0.25 miles SE of town of Grandin], [Grandin Quad].",,ATL:Yadkin R.,NC,36.0420,-81.4151,"RB Nichols, NP Banish, JR Meador",[Had King Creek on label instead of Kings Creek],Pleurocera proxima,Pleurocera proxima
,8948,08/21/02,LINCOLN,NCDWQ,CLARK CR,SR 1008,,ATL:CTB35,NC,35.4750,-81.2675,NCDWQ,,Physa acuta,Physa acuta
,9439,20/07/2004,MACON,NCDWQ,WHITEOAK CR,"off SR 1310, ab dam",,TN:LTN3,NC,35.2389,-83.6278,NCDWQ,,Ferrissia fragilis,Ferrissia fragilis
,9462,05/08/2004,MACON,NCDWQ,CULLASAJA R,US 64/SR 1668,,TN:LTN1,NC,35.1644,-83.3258,NCDWQ,,Ferrissia fragilis,Ferrissia fragilis
,9463,05/08/2004,MACON,NCDWQ,CULLASAJA R,"US 64, ab Dry Falls",,TN:LTN1,NC,35.1056,-83.2694,NCDWQ,,Ferrissia fragilis,Ferrissia fragilis
,9476,03/08/2004,MACON,NCDWQ,TELLICO CR,SR 1367,,TN:LTN1,NC,35.2819,-83.5075,NCDWQ,,Ferrissia fragilis,Ferrissia fragilis
,9439,20/07/2004,MACON,NCDWQ,WHITEOAK CR,"off SR 1310, ab dam",,TN:LTN3,NC,35.2389,-83.6278,NCDWQ,,Ferrissia rivularis,Ferrissia rivularis
,9463,05/08/2004,MACON,NCDWQ,CULLASAJA R,"US 64, ab Dry Falls",,TN:LTN1,NC,35.1056,-83.2694,NCDWQ,,Ferrissia rivularis,Ferrissia rivularis
,8537,25/07/2001,MACON,NCDWQ,CULLASAJA R,US 64,,TN:LTN1,NC,35.0689,-83.1889,NCDWQ,,Helisoma anceps,Helisoma anceps
,8537,25/07/2001,MACON,NCDWQ,CULLASAJA R,US 64,,TN:LTN1,NC,35.0689,-83.1889,NCDWQ,,Lymnaea columella,Lymnaea columella
,8539,07/26/01,MACON,NCDWQ,CULLASAJA R,River Court,,TN:Little Tennessee,NC,35.0906,-83.1583,NCDWQ,,Lymnaea columella,Lymnaea columella
,8540,07/26/01,MACON,NCDWQ,SALT ROCK BR,Highlands Falls ,,TN:Little Tennessee,NC,35.0681,-83.1811,NCDWQ,,Lymnaea columella,Lymnaea columella
,4196,05/08/1987,MACON,NCDWQ,L TENNESSEE R,"SR 1651, Prentiss",,TN:LTN1,NC,35.1222,-83.3778,NCDWQ,,Lymnaea humilis,Lymnaea humilis
,8540,07/26/01,MACON,NCDWQ,SALT ROCK BR,Highlands Falls ,,TN:Little Tennessee,NC,35.0681,-83.1811,NCDWQ,,Menetus dilatatus,Menetus dilatatus
,9433,21/07/2004,MACON,NCDWQ,CULLASAJA R,US 64,,TN:LTN1,NC,35.0689,-83.1883,NCDWQ,,Menetus dilatatus,Menetus dilatatus
,9463,05/08/2004,MACON,NCDWQ,CULLASAJA R,"US 64, ab Dry Falls",,TN:LTN1,NC,35.1056,-83.2694,NCDWQ,,Menetus dilatatus,Menetus dilatatus
06010202,119,12/05/1992,Macon,Dillon1992NCWRC,small trib of Nantahala R,3 km S of Nantahala,by US 19 ,TN:Little Tennessee,NC,35.2773,-83.6815,R. T. Dillon,,Physa acuta,Physa acuta
,8539,07/26/01,MACON,NCDWQ,CULLASAJA R,River Court,,TN:Little Tennessee,NC,35.0906,-83.1583,NCDWQ,,Physa acuta,Physa acuta
,8540,07/26/01,MACON,NCDWQ,SALT ROCK BR,Highlands Falls ,,TN:Little Tennessee,NC,35.0681,-83.1811,NCDWQ,,Physa acuta,Physa acuta
,9433,21/07/2004,MACON,NCDWQ,CULLASAJA R,US 64,,TN:LTN1,NC,35.0689,-83.1883,NCDWQ,,Physa acuta,Physa acuta
,9439,20/07/2004,MACON,NCDWQ,WHITEOAK CR,"off SR 1310, ab dam",,TN:LTN3,NC,35.2389,-83.6278,NCDWQ,,Physa acuta,Physa acuta
06010202,103,11/05/1992,Macon,Dillon1992NCWRC,Little Tennessee R.,12 km S of Franklin,by US 23/441,TN:Little Tennessee,NC,35.0774,-83.3848,R. T. Dillon,,Pleurocera proxima,Pleurocera proxima
06010202,104,11/05/1992,Macon,Dillon1992NCWRC,Cartoogechaye Ck.,1 km S of Franklin,US 23/441,TN:Little Tennessee,NC,35.1586,-83.3916,R. T. Dillon,,Pleurocera proxima,Pleurocera proxima
06010202,105,11/05/1992,Macon,Dillon1992NCWRC,Cartoogechaye Ck.,Cartoogechaye,by US 64,TN:Little Tennessee,NC,35.1378,-83.4881,R. T. Dillon,,Pleurocera proxima,Pleurocera proxima
06010202,106,11/05/1992,Macon,Dillon1992NCWRC,Nantahala R.,Rainbow Springs,US 64,TN:Little Tennessee,NC,35.0943,-83.5604,R. T. Dillon,,Pleurocera proxima,Pleurocera proxima
06010202,119,12/05/1992,Macon,Dillon1992NCWRC,small trib of Nantahala R,3 km S of Nantahala,by US 19 ,TN:Little Tennessee,NC,35.2773,-83.6815,R. T. Dillon,,Pleurocera proxima,Pleurocera proxima
,6943,05/09/1995,MACON,NCDWQ,BRYSON BR,FS ROAD 437,,TN:LTN3,NC,35.1089,-83.5828,NCDWQ,,Pleurocera proxima,Pleurocera proxima
,6944,05/09/1995,MACON,NCDWQ,ROARING FK,FSR 437 ,,TN:LTN3,NC,35.1300,-83.6167,NCDWQ,,Pleurocera proxima,Pleurocera proxima
,9439,20/07/2004,MACON,NCDWQ,WHITEOAK CR,"off SR 1310, ab dam",,TN:LTN3,NC,35.2389,-83.6278,NCDWQ,,Pleurocera proxima,Pleurocera proxima
,9462,05/08/2004,MACON,NCDWQ,CULLASAJA R,US 64/SR 1668,,TN:LTN1,NC,35.1644,-83.3258,NCDWQ,,Pleurocera proxima,Pleurocera proxima
,9464,08/06/04,MACON,NCDWQ,WALNUT CR,SR 1533,,TN:Little Tennessee,NC,35.1389,-83.2728,NCDWQ,,Pleurocera proxima,Pleurocera proxima
,29575,1992,Macon,NCSM,,"Cartoogechaye Creek at US 23/441 bridge, 1 km S of Franklin, Franklin Quad.",,TN:Tenn,NC,35.1583,-83.3917,K Metzner,,Pleurocera proxima,Pleurocera proxima
,29577,1992,Macon,NCSM,,"Nantahala River at US 64 bridge, town of Rainbow Springs, Rainbow Springs Quad.",,TN:Tenn,NC,35.0942,-83.5608,K Metzner,,Pleurocera proxima,Pleurocera proxima
,29584,1992,Macon,NCSM,,"small tributary [Pierce Creek] of the Nantahala River, by US 19, 3 km S of town of Nantahala, Hewitt Quad.",,TN:Tenn,NC,35.2625,-83.6636,R. T. Dillon,,Pleurocera proxima,Pleurocera proxima
,29586,1992,Macon,NCSM,,"Nantahala River at Powerhouse, [approx 2.3 km SSW of town of Nantahala], [Hewitt Quad.]",,TN:Tenn,NC,35.2717,-83.6750,R. T. Dillon,"label said 3 km S of town of Nantahala,",Pleurocera proxima,Pleurocera proxima
,7239,21/01/1997,MADISON,NCDWQ,BIG LAUREL CR,SR 1318,,TN:FRB4,NC,35.9147,-82.5731,NCDWQ,,Ferrissia fragilis,Ferrissia fragilis
,7336,07/07/1997,MADISON,NCDWQ,FRENCH BROAD R,"NC 213, at Marshall",,TN:FRB4,NC,35.7861,-82.6608,NCDWQ,,Ferrissia fragilis,Ferrissia fragilis
,7337,07/07/1997,MADISON,NCDWQ,IVY CR (R),US 25/70 BUS,,TN:FRB4,NC,35.7747,-82.6453,NCDWQ,,Ferrissia fragilis,Ferrissia fragilis
,8756,29/05/2002,MADISON,NCDWQ,LITTLE IVY CR,SR 1547,,TN:FRB4,NC,35.8083,-82.5189,NCDWQ,,Ferrissia fragilis,Ferrissia fragilis
,8757,05/30/02,MADISON,NCDWQ,PAINT FK,SR 1539,,TN:French Broad,NC,35.8244,-82.4867,NCDWQ,,Ferrissia fragilis,Ferrissia fragilis
,8760,05/30/02,MADISON,NCDWQ,M FK LITTLE IVY CR,SR 1526,,TN:French Broad,NC,35.8533,-82.4889,NCDWQ,,Ferrissia fragilis,Ferrissia fragilis
,7239,21/01/1997,MADISON,NCDWQ,BIG LAUREL CR,SR 1318,,TN:FRB4,NC,35.9147,-82.5731,NCDWQ,,Ferrissia rivularis,Ferrissia rivularis
,8756,29/05/2002,MADISON,NCDWQ,LITTLE IVY CR,SR 1547,,TN:FRB4,NC,35.8083,-82.5189,NCDWQ,,Ferrissia rivularis,Ferrissia rivularis
,8760,05/30/02,MADISON,NCDWQ,M FK LITTLE IVY CR,SR 1526,,TN:French Broad,NC,35.8533,-82.4889,NCDWQ,,Ferrissia rivularis,Ferrissia rivularis
,8755,29/05/2002,MADISON,NCDWQ,LITTLE IVY CR,SR 1610,,TN:FRB4,NC,35.7922,-82.5386,NCDWQ,,Helisoma anceps,Helisoma anceps
,8839,26/06/2002,MADISON,NCDWQ,IVY CR (R),US 25/70,,TN:FRB4,NC,35.7747,-82.6453,NCDWQ,,Helisoma anceps,Helisoma anceps
,8757,05/30/02,MADISON,NCDWQ,PAINT FK,SR 1539,,TN:French Broad,NC,35.8244,-82.4867,NCDWQ,,Lymnaea columella,Lymnaea columella
,8764,05/29/02,MADISON,NCDWQ,BIG BR,SR 1549,,TN:French Broad,NC,35.8211,-82.5314,NCDWQ,,Lymnaea columella,Lymnaea columella
,8765,05/29/02,MADISON,NCDWQ,BIG BR,off SR 1540,,TN:French Broad,NC,35.8017,-82.5331,NCDWQ,,Lymnaea columella,Lymnaea columella
,8756,29/05/2002,MADISON,NCDWQ,LITTLE IVY CR,SR 1547,,TN:FRB4,NC,35.8083,-82.5189,NCDWQ,,Lymnaea humilis,Lymnaea humilis
,8839,26/06/2002,MADISON,NCDWQ,IVY CR (R),US 25/70,,TN:FRB4,NC,35.7747,-82.6453,NCDWQ,,Lymnaea humilis,Lymnaea humilis
,8839,26/06/2002,MADISON,NCDWQ,IVY CR (R),US 25/70,,TN:FRB4,NC,35.7747,-82.6453,NCDWQ,,Menetus dilatatus,Menetus dilatatus
,8755,29/05/2002,MADISON,NCDWQ,LITTLE IVY CR,SR 1610,,TN:FRB4,NC,35.7922,-82.5386,NCDWQ,,Physa acuta,Physa acuta
,8756,29/05/2002,MADISON,NCDWQ,LITTLE IVY CR,SR 1547,,TN:FRB4,NC,35.8083,-82.5189,NCDWQ,,Physa acuta,Physa acuta
,8757,05/30/02,MADISON,NCDWQ,PAINT FK,SR 1539,,TN:French Broad,NC,35.8244,-82.4867,NCDWQ,,Physa acuta,Physa acuta
,8764,05/29/02,MADISON,NCDWQ,BIG BR,SR 1549,,TN:French Broad,NC,35.8211,-82.5314,NCDWQ,,Physa acuta,Physa acuta
,8765,05/29/02,MADISON,NCDWQ,BIG BR,off SR 1540,,TN:French Broad,NC,35.8017,-82.5331,NCDWQ,,Physa acuta,Physa acuta
,8839,26/06/2002,MADISON,NCDWQ,IVY CR (R),US 25/70,,TN:FRB4,NC,35.7747,-82.6453,NCDWQ,,Physa acuta,Physa acuta
,7239,21/01/1997,MADISON,NCDWQ,BIG LAUREL CR,SR 1318,,TN:FRB4,NC,35.9147,-82.5731,NCDWQ,,Pleurocera proxima,Pleurocera proxima
,8755,29/05/2002,MADISON,NCDWQ,LITTLE IVY CR,SR 1610,,TN:FRB4,NC,35.7922,-82.5386,NCDWQ,,Pleurocera proxima,Pleurocera proxima
,8756,29/05/2002,MADISON,NCDWQ,LITTLE IVY CR,SR 1547,,TN:FRB4,NC,35.8083,-82.5189,NCDWQ,,Pleurocera proxima,Pleurocera proxima
,8757,05/30/02,MADISON,NCDWQ,PAINT FK,SR 1539,,TN:French Broad,NC,35.8244,-82.4867,NCDWQ,,Pleurocera proxima,Pleurocera proxima
,8760,05/30/02,MADISON,NCDWQ,M FK LITTLE IVY CR,SR 1526,,TN:French Broad,NC,35.8533,-82.4889,NCDWQ,,Pleurocera proxima,Pleurocera proxima
,8761,05/31/02,MADISON,NCDWQ,COLD SPRING BR,NC 208,,TN:French Broad,NC,35.9867,-82.7681,NCDWQ,,Pleurocera proxima,Pleurocera proxima
,8763,05/28/02,MADISON,NCDWQ,CALIFORNIA CR,SR 1348,,TN:French Broad,NC,35.8833,-82.5106,NCDWQ,,Pleurocera proxima,Pleurocera proxima
,8765,05/29/02,MADISON,NCDWQ,BIG BR,off SR 1540,,TN:French Broad,NC,35.8017,-82.5331,NCDWQ,,Pleurocera proxima,Pleurocera proxima
,7834,02/24/99,MARTIN,NCDWQ,CONOHO CR,SR 1417,,ATL:,NC,35.8856,-77.1244,NCDWQ,,Amnicola limosa,Amnicola limosa
,000912.3btw,09/12/00,Martin,Roanoke River Game Land,Deep Run Swamp,NC 171,NC 171-,ATL:Roanoke,NC,35.7734,-76.9465,"B.T. Watson, J.A .Johnson, Electroshock: B.T. Watson, D.L. Robinson, R.B. Lee",Electroshocked on 07/03/01,Campeloma decisum,Campeloma decisum
,000911.2btw,09/11/00,Martin,Roanoke River Game Land,Ready Branch,Bear Trap Road,SR 1117+,ATL:Roanoke,NC,35.7854,-77.0788,"B.T. Watson, J.A .Johnson",Beaver evidence; Too deep to shock,Campeloma decisum,Campeloma decisum
,000911.1btw,09/11/00,Martin,Roanoke River Game Land,Back Swamp,Bear Grass Road,SR 1001-,ATL:Roanoke,NC,35.8235,-77.0719,"B.T. Watson, J.A .Johnson",Golf course and church border stream,Campeloma decisum,Campeloma decisum
,000914.4btw,09/14/00,Martin,Roanoke River Game Land,Beaver Dam Creek Trib,Bonnie Best Road,SR 1423-,ATL:Roanoke,NC,35.8575,-77.1202,"B.T. Watson, J.A .Johnson, Electroshock: B.T. Watson, D.L. Robinson, R.B. Lee",Clear cut left upstream side.  Sampled amin channel (turbid and wide) and side channel (clear and narrow).  Electroshocked on 7/2/01,Campeloma decisum,Campeloma decisum
,000914.1btw,09/14/00,Martin,Roanoke River Game Land,Shewakee Gut,NC 125,NC 125,ATL:Roanoke,NC,35.8616,-77.0690,"B.T. Watson, J.A .Johnson","Dredged and channelized and sewer line in the stream.  State owned property, DOT.",Campeloma decisum,Campeloma decisum
,000914.3btw,09/14/00,Martin,Roanoke River Game Land,Tibutary to Beaver Dam Creek,Bonnie Best Road,SR 1420-,ATL:Roanoke,NC,35.8725,-77.1175,"B.T. Watson, J.A .Johnson","Small tributary, poor condition, smells bad.  Electric line access cleared upstream.  Too small to electrofish.",Campeloma decisum,Campeloma decisum
,000914.2btw,09/14/00,Martin,Roanoke River Game Land,Mill Branch,NC 125,NC 125-,ATL:Roanoke,NC,35.8742,-77.0894,"B.T. Watson, J.A .Johnson",Common musk turtle,Campeloma decisum,Campeloma decisum
,000914.6btw,09/14/00,Martin,Roanoke River Game Land,Conoho Creek Trib,NC 125,NC 125,ATL:Roanoke,NC,35.8956,-77.1898,"B.T. Watson, J.A .Johnson, Electroshock: B.T. Watson, D.L. Robinson, R.B. Lee",Beaver activity but no dam - lodge in bank?  Electroshocked on 7/2/01.,Campeloma decisum,Campeloma decisum
,000913.3btw,09/13/00,Martin,Roanoke River Game Land,Conoho Creek,NC 125/903,NC 125/903-,ATL:Roanoke,NC,35.9097,-77.2067,"B.T. Watson, J.A .Johnson",Beaver activity old,Campeloma decisum,Campeloma decisum
,000911.5btw,09/11/00,Martin,Roanoke River Game Land,Hardison Mill Creek,NC 171,NC 171-,ATL:Roanoke,NC,35.7370,-76.9797,"B.T. Watson, J.A .Johnson, Electroshock: B.T. Watson, D.L. Robinson, R.B. Lee","Man-made levee, turtle. Electroshocked on 07/03/01",Ferrissia fragilis,Ferrissia fragilis
,000911.4btw,09/11/00,Martin,Roanoke River Game Land,Long Creek,Arthur Corey,SR 1527-,ATL:Roanoke,NC,35.7398,-77.0148,"B.T. Watson, J.A .Johnson, Electroshock: B.T. Watson, D.L. Robinson, R.B. Lee",Saw barred owl.  Electroshocked on 07/03/01.,Ferrissia fragilis,Ferrissia fragilis
,8702,03/12/02,MARTIN,NCDWQ,FLAT SWP,SR 1152,,ATL:,NC,35.7817,-77.2569,NCDWQ,,Ferrissia fragilis,Ferrissia fragilis
,000912.2btw,09/12/00,Martin,Roanoke River Game Land,Lanier Swamp,NC 171,NC 171-,ATL:Roanoke,NC,35.7860,-76.9067,"B.T. Watson, J.A .Johnson, Electroshock: B.T. Watson, D.L. Robinson, R.B. Lee",Floculent turbidity.  Electroshocked on 07/03/01.,Ferrissia fragilis,Ferrissia fragilis
,000912.6btw,09/12/00,Martin,Roanoke River Game Land,Sweetwater Creek,Big Mill Road,SR 1501-,ATL:Roanoke,NC,35.8101,-77.0334,"B.T. Watson, J.A .Johnson, Electroshock: B.T. Watson, D.L. Robinson, R.B. Lee",Most right at 2 feet deep.  Did not sample main channel - too deep.  Electroshocked on 07/03/01.,Ferrissia fragilis,Ferrissia fragilis
,000914.5btw,09/14/00,Martin,Roanoke River Game Land,Beaver Dam Creek Trib,Wildcat Road,SR 1409-,ATL:Roanoke,NC,35.8494,-77.1334,"B.T. Watson, J.A .Johnson, Electroshock: B.T. Watson, D.L. Robinson, R.B. Lee",Beaver activity old.  Clear cut upstream with no buffer.  Electroshocked om 7/2/01,Ferrissia fragilis,Ferrissia fragilis
,000914.4btw,09/14/00,Martin,Roanoke River Game Land,Beaver Dam Creek Trib,Bonnie Best Road,SR 1423-,ATL:Roanoke,NC,35.8575,-77.1202,"B.T. Watson, J.A .Johnson, Electroshock: B.T. Watson, D.L. Robinson, R.B. Lee",Clear cut left upstream side.  Sampled amin channel (turbid and wide) and side channel (clear and narrow).  Electroshocked on 7/2/01,Ferrissia fragilis,Ferrissia fragilis
,000914.2btw,09/14/00,Martin,Roanoke River Game Land,Mill Branch,NC 125,NC 125-,ATL:Roanoke,NC,35.8742,-77.0894,"B.T. Watson, J.A .Johnson",Common musk turtle,Ferrissia fragilis,Ferrissia fragilis
,000913.1btw,09/13/00,Martin,Roanoke River Game Land,Conoho Creek,Poplar Point Road,SR 1417+,ATL:Roanoke,NC,35.8860,-77.1243,"B.T. Watson, J.A .Johnson",Did not sample main channel.  Sampled left bank area downstream.,Ferrissia fragilis,Ferrissia fragilis
,000913.3btw,09/13/00,Martin,Roanoke River Game Land,Conoho Creek,NC 125/903,NC 125/903-,ATL:Roanoke,NC,35.9097,-77.2067,"B.T. Watson, J.A .Johnson",Beaver activity old,Ferrissia fragilis,Ferrissia fragilis
,000913.2btw,09/13/00,Martin,Roanoke River Game Land,Conoho Creek,Ballard Road,SR 1415+,ATL:Roanoke,NC,35.9141,-77.1417,"B.T. Watson, J.A .Johnson",Did not sample channel - too deep.  Left bank swamp,Ferrissia fragilis,Ferrissia fragilis
,000913.4btw,09/13/00,Martin,Roanoke River Game Land,Conoho Creek Trib,NC 125,NC 125-,ATL:Roanoke,NC,35.9479,-77.2605,"B.T. Watson, J.A .Johnson, Electroshock: B.T. Watson, D.L. Robinson, R.B. Lee",Electroshock on 7/02/01,Ferrissia fragilis,Ferrissia fragilis
,000914.2btw,09/14/00,Martin,Roanoke River Game Land,Mill Branch,NC 125,NC 125-,ATL:Roanoke,NC,35.8742,-77.0894,"B.T. Watson, J.A .Johnson",Common musk turtle,Helisoma trivolvis,Helisoma trivolvis
,7834,02/24/99,MARTIN,NCDWQ,CONOHO CR,SR 1417,,ATL:,NC,35.8856,-77.1244,NCDWQ,,Helisoma trivolvis,Helisoma trivolvis
,000913.1btw,09/13/00,Martin,Roanoke River Game Land,Conoho Creek,Poplar Point Road,SR 1417+,ATL:Roanoke,NC,35.8860,-77.1243,"B.T. Watson, J.A .Johnson",Did not sample main channel.  Sampled left bank area downstream.,Helisoma trivolvis,Helisoma trivolvis
,29624,01/01/04,Martin,NCSM,,"river swamp of Roanoke River, a few miles North of Williamston, NC, walkway into swamp, East of US 17, (WGS84/NAD83) Quitsna Quad.",,ATL:Roanoke R.,NC,35.8975,-77.0056,J Perry,,Helisoma trivolvis,Helisoma trivolvis
,000913.3btw,09/13/00,Martin,Roanoke River Game Land,Conoho Creek,NC 125/903,NC 125/903-,ATL:Roanoke,NC,35.9097,-77.2067,"B.T. Watson, J.A .Johnson",Beaver activity old,Helisoma trivolvis,Helisoma trivolvis
,000913.5btw,09/13/00,Martin,Roanoke River Game Land,Conoho Creek,NC 125,NC 125+,ATL:Roanoke,NC,35.9538,-77.2797,"B.T. Watson, J.A .Johnson",Mosquitos unbearable!,Helisoma trivolvis,Helisoma trivolvis
,000911.4btw,09/11/00,Martin,Roanoke River Game Land,Long Creek,Arthur Corey,SR 1527-,ATL:Roanoke,NC,35.7398,-77.0148,"B.T. Watson, J.A .Johnson, Electroshock: B.T. Watson, D.L. Robinson, R.B. Lee",Saw barred owl.  Electroshocked on 07/03/01.,Laevapex fuscus,Laevapex fuscus
,000911.3btw,09/11/00,Martin,Roanoke River Game Land,Smithwick Creek,Thurman Griffin Road,SR 1523-,ATL:Roanoke,NC,35.7659,-77.0517,"B.T. Watson, J.A .Johnson, Electroshock: B.T. Watson, D.L. Robinson, R.B. Lee",Sampled between bridge and beaver dam. Electroshocked on 07/03/01,Laevapex fuscus,Laevapex fuscus
,000911.2btw,09/11/00,Martin,Roanoke River Game Land,Ready Branch,Bear Trap Road,SR 1117+,ATL:Roanoke,NC,35.7854,-77.0788,"B.T. Watson, J.A .Johnson",Beaver evidence; Too deep to shock,Laevapex fuscus,Laevapex fuscus
,000912.1btw,09/12/00,Martin,Roanoke River Game Land,Cooper Swamp,Jerden Thicket Road,SR 1552-,ATL:Roanoke,NC,35.8015,-76.8797,"B.T. Watson, J.A .Johnson, Electroshock: B.T. Watson, D.L. Robinson, R.B. Lee",Electroshocked on 07/03/01,Laevapex fuscus,Laevapex fuscus
,000912.6btw,09/12/00,Martin,Roanoke River Game Land,Sweetwater Creek,Big Mill Road,SR 1501-,ATL:Roanoke,NC,35.8101,-77.0334,"B.T. Watson, J.A .Johnson, Electroshock: B.T. Watson, D.L. Robinson, R.B. Lee",Most right at 2 feet deep.  Did not sample main channel - too deep.  Electroshocked on 07/03/01.,Laevapex fuscus,Laevapex fuscus
,28004,01/01/98,Martin,NCSM,,"Gardner Creek at Hwy 64 bridge and ca. 100 yds. downstream, LDB ca. 8 mi. SE Willliamston, [Jamesville quad.]",,ATL:Roanoke R.,NC,35.8115,-76.9334,"AE Bogan, D Davenport",,Laevapex fuscus,Laevapex fuscus
,000911.1btw,09/11/00,Martin,Roanoke River Game Land,Back Swamp,Bear Grass Road,SR 1001-,ATL:Roanoke,NC,35.8235,-77.0719,"B.T. Watson, J.A .Johnson",Golf course and church border stream,Laevapex fuscus,Laevapex fuscus
,9344,02/24/04,MARTIN,NCDWQ,CONOHO CR,SR 1417,,ATL:,NC,35.8856,-77.1244,NCDWQ,,Laevapex fuscus,Laevapex fuscus
,000913.1btw,09/13/00,Martin,Roanoke River Game Land,Conoho Creek,Poplar Point Road,SR 1417+,ATL:Roanoke,NC,35.8860,-77.1243,"B.T. Watson, J.A .Johnson",Did not sample main channel.  Sampled left bank area downstream.,Laevapex fuscus,Laevapex fuscus
,000913.3btw,09/13/00,Martin,Roanoke River Game Land,Conoho Creek,NC 125/903,NC 125/903-,ATL:Roanoke,NC,35.9097,-77.2067,"B.T. Watson, J.A .Johnson",Beaver activity old,Laevapex fuscus,Laevapex fuscus
,000911.2btw,09/11/00,Martin,Roanoke River Game Land,Ready Branch,Bear Trap Road,SR 1117+,ATL:Roanoke,NC,35.7854,-77.0788,"B.T. Watson, J.A .Johnson",Beaver evidence; Too deep to shock,Lymnaea columella,Lymnaea columella
,000914.5btw,09/14/00,Martin,Roanoke River Game Land,Beaver Dam Creek Trib,Wildcat Road,SR 1409-,ATL:Roanoke,NC,35.8494,-77.1334,"B.T. Watson, J.A .Johnson, Electroshock: B.T. Watson, D.L. Robinson, R.B. Lee",Beaver activity old.  Clear cut upstream with no buffer.  Electroshocked om 7/2/01,Lymnaea columella,Lymnaea columella
,000914.4btw,09/14/00,Martin,Roanoke River Game Land,Beaver Dam Creek Trib,Bonnie Best Road,SR 1423-,ATL:Roanoke,NC,35.8575,-77.1202,"B.T. Watson, J.A .Johnson, Electroshock: B.T. Watson, D.L. Robinson, R.B. Lee",Clear cut left upstream side.  Sampled amin channel (turbid and wide) and side channel (clear and narrow).  Electroshocked on 7/2/01,Lymnaea columella,Lymnaea columella
,000914.2btw,09/14/00,Martin,Roanoke River Game Land,Mill Branch,NC 125,NC 125-,ATL:Roanoke,NC,35.8742,-77.0894,"B.T. Watson, J.A .Johnson",Common musk turtle,Lymnaea columella,Lymnaea columella
,6711,09/12/94,MARTIN,NCDWQ,ROANOKE R,nr NC 15/903,,ATL:ROA9,NC,35.9361,-77.1944,NCDWQ,,Lymnaea columella,Lymnaea columella
,000913.4btw,09/13/00,Martin,Roanoke River Game Land,Conoho Creek Trib,NC 125,NC 125-,ATL:Roanoke,NC,35.9479,-77.2605,"B.T. Watson, J.A .Johnson, Electroshock: B.T. Watson, D.L. Robinson, R.B. Lee",Electroshock on 7/02/01,Lymnaea columella,Lymnaea columella
,7834,02/24/99,MARTIN,NCDWQ,CONOHO CR,SR 1417,,ATL:,NC,35.8856,-77.1244,NCDWQ,,Lyogyrus granum,Lyogyrus granum
,000912.5btw,09/12/00,Martin,Roanoke River Game Land,Harrison Mill Creek Trib,Meadow Branch Road,SR 1526-,ATL:Roanoke,NC,35.7669,-77.0227,"B.T. Watson, J.A .Johnson",Next to Crane Meadow farm,Menetus dilatatus,Menetus dilatatus
,8702,03/12/02,MARTIN,NCDWQ,FLAT SWP,SR 1152,,ATL:,NC,35.7817,-77.2569,NCDWQ,,Menetus dilatatus,Menetus dilatatus
